User,Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
Eric Feigl-Ding,10.03.20 17:30,DAYS BEHIND ITALY - Every country’s epidemic trajectory (except SK) is on track to become Italy 🇮🇹 epidemic level within a matter of 1-2 weeks at this current pace. #COVID19 The only reason SK isn’t is because of harsh containment measures there (graphic hat tip to @MarkJHandley) https://t.co/IvwSVqmfE1,,https://www.twitter.com/user/status/1237430528346816512,1258,1548,323.21
Al Jazeera English,10.03.20 17:30,"“If you don’t wear a mask in public, the people will not talk to you.” 

Meet the Pakistani family in Hong Kong giving away thousands of face masks and sanitary products for free to those in need amid #coronavirus. https://t.co/HOp44Wb7fz",,https://www.twitter.com/user/status/1237430518745985024,1741,3368,12557.16
Chuck Schumer,10.03.20 17:27,"The Trump administration seems to believe that the answer to any problem is a tax cut.

This is a HEALTH CARE crisis.

It demands a HEALTH CARE solution.

The best way to ensure economic security for the American people is to deal with the coronavirus itself. https://t.co/NVWvP6UjKD",,https://www.twitter.com/user/status/1237429998727892992,2025,5916,4863.05
J Hooch,10.03.20 17:25,"Coronavirus is everywhere. BOOK THAT FLIGHT. Take that trip. You probably won’t die from it, but even if you do... You wanna die with the Eiffel Tower in the background, or you wanna die with I-20 in the background? You decide.",,https://www.twitter.com/user/status/1237429345632882688,139366,727945,14.75
พส,10.03.20 17:20,"เจ้าของร้าน Ohana Poké ที่ตึก All Seasons ออกมาโพสผ่าน facebook ละ 

พบผลตรวจ #COVID19 เป็นบวกที่โรงพยาบาลกรุงเทพคริสเตียน กำลังรอผลยืนยัน สั่งปิดร้านแล้ว

ส่วนการเดินทางไปต่างประเทศ กลับมาจากสิงคโปร์ตั้งแต่ 2 ก.พ. เริ่มมีอาการ 8 มี.ค. คงติดในไทยนี่แหละ

https://t.co/VmMBDBpdji https://t.co/dmjgQPGKAd",,https://www.twitter.com/user/status/1237428222578413568,1472,90,128.83
Vero Islas,10.03.20 17:20,"Señores opositores: la depreciación del peso es consecuencia de la epidemia de coronavirus y una baja en el precio del petróleo.

Se trata de una crisis mundial que está arrastrando a las principales economías del mundo.

Y si, también EU está entrando en recesión. 

Servidos.",,https://www.twitter.com/user/status/1237428161991892992,1436,4035,164.68
EL PAÍS,10.03.20 17:20,ÚLTIMA HORA | Italia registra 631 muertos desde que comenzó el brote de coronavirus en el país. 168 muertos en un solo día https://t.co/C917mbeQH8 https://t.co/5v2wJwV4pa,,https://www.twitter.com/user/status/1237428113044365312,1333,1170,16699.69
Shuja Haider,10.03.20 17:19,"Looks like coronavirus risk is mounting on a major voting day, older voters may want to consider skipping it and staying home for their own safety",,https://www.twitter.com/user/status/1237427916394377219,1901,21664,124.45
Coronavirus,10.03.20 17:16,De camino al súper.,,https://www.twitter.com/user/status/1237427070613020672,5542,33247,1184.31
Rudy W. Giuliani,10.03.20 17:15,"The United States Leading Causes of Death, CDC data:

Heart Disease: 635,260
Cancer: 598,038
Accidents: 161,374
CLRD: 154,596
Stroke: 142,142
FLU: At least 12,000 people have died between Oct. 2019 - Feb. 2020,

Likely at the very bottom, Coronavirus: 27",,https://www.twitter.com/user/status/1237426815188246534,13036,26675,1392.19
BNO Newsroom,10.03.20 17:14,"BREAKING: Italy reports 977 new cases of coronavirus and 168 new deaths, raising total to 10,149 cases and 631 dead https://t.co/eUoE2b20hL",,https://www.twitter.com/user/status/1237426680781774850,1931,2559,484.56
manu,10.03.20 17:13,this coronavirus thing is not good for my hypochondriac ass,,https://www.twitter.com/user/status/1237426266753695744,1778,12759,1047.26
Mike Buckley,10.03.20 17:12,"Looks like Brexit could mean that the UK gets any #COVID19 vaccine later than other countries, &amp; for more money, due to us being out of the EU’s joint procurement of medical countermeasures. I'm not sure this divergence thing is all it's cracked up to be.

https://t.co/BoACp9PX8k",,https://www.twitter.com/user/status/1237426209920880641,2385,4102,18.56
Jeff Wasserstrom,10.03.20 17:12,"Hong Kong govt coronavirus response adds to tensions in a tense city; my short take on events; note: if I’d written a longer version, I would have brought in the ongoing arrests &amp; various other issues as well but what I’ve flagged seemed worth flagging https://t.co/PcwEoYLBAn",,https://www.twitter.com/user/status/1237426202886860806,1437,1488,83.63
Rep. Doug Collins,10.03.20 17:11,".@realDonaldTrump is working to stop the spread of #coronavirus and keep Americans safe.

Meanwhile, House Democrats are bringing the #NoBanAct to the floor, which would hinder @POTUS from using his authority to restrict travel, like he's done to prevent the spread of #COVID19.",,https://www.twitter.com/user/status/1237425945012813824,11644,24928,817.57
Richard Engel,10.03.20 17:04,A top immunologist and virologist i’ve spoken to both believe New York/tristate area is a growing and emerging coronavirus hotspot.,,https://www.twitter.com/user/status/1237423984460943360,5102,12953,988.79
Bea Talegón 🎗🔻,10.03.20 17:02,"LOL 😍 Ortega Smith, con positivo en coronavirus, se dio un baño de masas con los policías de Jusapol https://t.co/dk8h5wAGOr",,https://www.twitter.com/user/status/1237423663839936514,1432,4921,622.42
nat 🖤,10.03.20 17:02,Esto debería de hacerse con o sin coronavirus https://t.co/bTI0tHEx54,,https://www.twitter.com/user/status/1237423485510713346,6597,22523,1.03
Sean Hannity,10.03.20 17:01,"BREAKING NOW: New York State to Deploy National Guard, Set-Up Coronavirus ‘Containment Area’ https://t.co/PQAEgmgu2c",,https://www.twitter.com/user/status/1237423241620226049,1623,2609,8955.56
Elie Mystal,10.03.20 17:01,"Dear bots: I will vote for the Democratic nominee even if the Democrats nominate Coronavirus. Miss me with this #DemExit crap, please.",,https://www.twitter.com/user/status/1237423240886312960,4150,24962,302.72
anime memes,10.03.20 17:00,When you’re on the train and can’t touch any of the poles because you might catch the coronavirus https://t.co/mypGbHk6q0,,https://www.twitter.com/user/status/1237423067565101058,5867,19353,173.98
leo ♡ yeol ˢᵉˡᶠ-ᵖᵒʳᵗʳᵃⁱᵗ,10.03.20 16:58,"Sto piangendo sono dolcissimi non ve li meritate dopo tutto il razzismo che avete fatto 
(Stanno dicendo ""forza italia"" comunque)
#COVID19
 https://t.co/pCjUzvWuLf",,https://www.twitter.com/user/status/1237422675645128704,1320,4443,4.81
bobby,10.03.20 16:53,mfs will refuse to eat Chinese food bc of the coronavirus then go out Friday night and raw a stranger they met an hour ago,,https://www.twitter.com/user/status/1237421364086259713,40328,278035,228.65
Tomas Pueyo,10.03.20 16:52,"“With the number of known #coronavirus cases today in South Korea, Italy, Iran, France, Spain and the US, Wuhan was already in lockdown.”

Read why every day we wait to make decisions is costlier that’s the previous:
https://t.co/6hX74wiZgF",,https://www.twitter.com/user/status/1237421094912397314,3783,5416,51.06
Kamala Harris,10.03.20 16:52,"Calling it the ""Chinese coronavirus"" isn't just racist, it's dangerous and incites discrimination against Asian Americans and Asian immigrants.

@GOPLeader, delete this tweet―now. It's beneath the office of a member of Congress, let alone a party leader. https://t.co/AcLqwcgtdn",,https://www.twitter.com/user/status/1237421056358518785,3789,15415,2741.39
Mark Adkins,10.03.20 16:51,"Spain has 1,646 confirmed cases of Covid-19. 

782 of these are in the Madrid region.

Tomorrow night large numbers of Atletico Madrid fans will arrive at Anfield for their Champions League match against Liverpool. 

This is how coronavirus spreads.",,https://www.twitter.com/user/status/1237420858295160832,1730,5534,28.03
Ministero Salute,10.03.20 16:48,"🍝Si potrà sempre uscire per acquistare generi alimentari
🛒non c’è alcuna necessità di accaparrarseli ora 
🚚 nessun limite al transito delle merci, i corrieri possono circolare

Risposte a domande frequenti ⤵ 
https://t.co/TH3jHzA3Li

#iorestoacasa #coronavirus #Covid19 https://t.co/6P72lSjDbb",,https://www.twitter.com/user/status/1237420171565969408,1967,3106,345.11
Celimar Adames,10.03.20 16:45,"Me escribe desde el Hospital del Maestro, un paciente que llegó enfermo de España, donde estuvo 16 dias.  No le quieren hacer la prueba del coronavirus.  No entiendo la resistencia a hacer la prueba.  Alguien que me explique.  #COVID19 #PuertoRico",,https://www.twitter.com/user/status/1237419405346299906,1452,2910,215.46
Seth Abramson (@🏠),10.03.20 16:45,"BREAKING NEWS (CNN): New York Calling Out National Guard to ""Contain"" Area in New Rochelle Experiencing Major Coronavirus Outbreak",,https://www.twitter.com/user/status/1237419197380124676,1285,2703,1660.47
Hermann Tertsch,10.03.20 16:42,El tuit de una rata. Seguirás sin entrar. Pero del coronavirus se cura uno. De lo tuyo no. https://t.co/n2bKdKyWen,,https://www.twitter.com/user/status/1237418558453354496,3078,9208,469.79
François Ruffin,10.03.20 16:40,"Le Pr. Canard, spécialiste du #Coronavirus, alerte sur les 6 milliards de ""hold-up du Crédit impôt recherche"", livrés à Sanofi et cie. Dans le public les chercheurs galèrent parmi les précaires... et les politiques leur demandent des miracles en urgence ! https://t.co/OruRZcRIFG",,https://www.twitter.com/user/status/1237417934110294022,1419,2086,430.77
Corono she better don’t,10.03.20 16:39,"Me: Where has Coronavirus spread too?

The news: https://t.co/l8BBDPy4th",,https://www.twitter.com/user/status/1237417777474015233,8248,26135,49.86
Sergio Moro,10.03.20 16:39,"Divulgação do trabalho da Secretaria Nacional do Consumidor, do MJSP,durante 2019.Recomendo, aliás,  https://t.co/ui2xAD1AOU para eventuais reclamações no fornecimento de bens e serviços ao consumidor por conta dos imprevistos gerados pelo novo coronavírus.Alto índice de solução. https://t.co/SsZ7hOgXBw",,https://www.twitter.com/user/status/1237417708255412226,2151,11688,4492.58
Scott Dworkin,10.03.20 16:35,"BREAKING: Trump is looking at providing federal relief for hotels regarding coronavirus, because he owns hotels. Him and his company could personally benefit. Trump is a sick dude. He’s the most corrupt and illegitimate president in American history. By far. No close second.",,https://www.twitter.com/user/status/1237416749986918401,11904,33698,1268.6
Thairath_News,10.03.20 16:34,"ผวา! ซูเปอร์สเปรดเดอร์ พี่น้องไฮโซสาวเวียดนาม ตะลุยแฟชั่นวีก กลับมาติดเชื้อโควิด-19 คาดแพร่เชื้อเพียบ

#โควิด19 #coronavirus #โคโรนาไวรัส #COVID19
#ไทยรัฐ https://t.co/kXT9zpyIpA",,https://www.twitter.com/user/status/1237416526036131841,2269,825,6945.9
Fabian,10.03.20 16:33,"Así que 5 nuevos casos de Coronavirus en un colegio de Vitacura. Lo bueno es que no necesitan aislamiento, porque llevan generaciones haciéndolo.",,https://www.twitter.com/user/status/1237416400479752192,1453,6174,12.06
Sri Sri Ravi Shankar,10.03.20 16:31,"#Coronavirus
All of us need to be careful but there is no need to panic. On the other hand, let's not be complacent either. Accept this challenging situation &amp; see how you can use it constructively. Perhaps, Nature wants everybody to slow down a little from the rush they are in.",,https://www.twitter.com/user/status/1237415795740692480,2088,4642,7287.39
Mike Walker,10.03.20 16:30,"The US has performed five coronavirus tests per million people, compared with South Korea's 3,692 tests per million people.

https://t.co/mzQQJhXI5W",,https://www.twitter.com/user/status/1237415654828974081,1150,1317,33.14
John Layfield,10.03.20 16:28,I wasn’t worried about coronavirus until I see RAMBO wearing gloves! https://t.co/EEIUhENdpM,,https://www.twitter.com/user/status/1237415006318350336,1770,4342,1880.95
Ezra Klein,10.03.20 16:27,"Even if you're not at high risk with coronavirus, what you do matters for those who are. https://t.co/dFF0DIspHf",,https://www.twitter.com/user/status/1237414904484597760,4296,10104,5391.06
Coronavirus,10.03.20 16:25,Coronavox.,,https://www.twitter.com/user/status/1237414214916071424,2407,17196,1184.31
Holly Figueroa O'Reilly,10.03.20 16:24,Can confirm. Seattle's hospitals and ER's are overrun by people who have the flu and/or are testing positive for #coronavirus. Our nurses are pulling so many double-shifts that they are getting sick and have to be quarantined while traveling nurses are flooding into the state. https://t.co/0itO7p1m3W,,https://www.twitter.com/user/status/1237413944697876480,1170,1587,609.66
Alencia Johnson,10.03.20 16:23,"Meanwhile...

Elizabeth Warren Just Told Private Prisons to Release Their Coronavirus Plans https://t.co/YGkdzYavYh",,https://www.twitter.com/user/status/1237413889144479746,1814,9498,19.89
Gloria Gaynor,10.03.20 16:19,It only takes 20 seconds to “SURVIVE”! 👏💕🎶 #iWillSurviveChallenge #fyp #coronavirus #handwashing #washhands  https://t.co/wRmBfCUJV4,,https://www.twitter.com/user/status/1237412762869006336,2539,4383,116.84
lill,10.03.20 16:16,more worried about my holidays/festivals being cancelled than coronavirus itself tbh,,https://www.twitter.com/user/status/1237411997630828546,7729,40518,3.74
Loudwire,10.03.20 16:15,Rage Against the #Coronavirus https://t.co/6Z1btcEI0y,,https://www.twitter.com/user/status/1237411656302542848,1699,3586,829.5
Kapookdotcom,10.03.20 16:14,"ตม. สุวรรณภูมิ ทำงานใกล้ชิดนักท่องเที่ยว จนล่าสุดติด #Covid19
https://t.co/sTfK6pkJ0W
#ข่าววันนี้ #kapook",,https://www.twitter.com/user/status/1237411545253990400,2251,209,725.4
Maria Fe Celi,10.03.20 16:14,"Vivo en China y voy 34 días d cuarentena. No iba a escribir aquí sobre el coronavirus (lo hago en Facebook), pero luego de escuchar a RMP, creo q mejor comparto a mi pequeña audiencia twittera algunos aprendizajes y corregir lo que escucho que erróneamente se dice en Perú [HILO]",,https://www.twitter.com/user/status/1237411433102508032,35863,74374,14.78
sasumipk,10.03.20 16:13,"คำขวัญ Thailand 2020 
No privacy 
No security
No democracy
No hope
No future 
No mask 
But we had #COVID19 
and stupid government 
Thank you 
#ธนาธร #ไม่เอารัฐประหาร",,https://www.twitter.com/user/status/1237411280106881024,1583,490,0.33
Oskar Matute,10.03.20 16:12,No es por nada pero nosotros y nosotras  sacamos a Vox del Congreso dos meses antes que el coronavirus. https://t.co/Ie4QKRa17Y,,https://www.twitter.com/user/status/1237410907392794626,2644,14718,220.08
The Washington Times,10.03.20 16:12,Dr. Drew says press should be 'held accountable' for coronavirus panic: 'They are hurting people' https://t.co/HxihPSdqMm,,https://www.twitter.com/user/status/1237410904779755522,1412,5852,999.98
Raquel 👅,10.03.20 16:09,"2020 vai ser o ano!!!!

Coronavirus: https://t.co/AMt9lkfONO",,https://www.twitter.com/user/status/1237410362712039425,7818,8178,6.99
Fernando Belaunzarán,10.03.20 16:09,"En 2019 @lopezobrador_ tuvo todo a favor:

Legitimidad, popularidad, control del Congreso, economía de EEUU creciendo, esperanza.

Y nos llevó a la recesión y a niveles récord de inseguridad y violencia.

En 2020 está desgastado, hay coronavirus y cayó el petróleo.

¿Pronósticos?",,https://www.twitter.com/user/status/1237410329711333376,1266,3516,487.52
JÄGGER,10.03.20 16:09,"el virus coronavirus también tiene cosas buenas
en youtube está entero https://t.co/hmInoOCSwY",,https://www.twitter.com/user/status/1237410282051436547,1369,5102,1011.11
Michelle PLEASE STAY HOME Lin,10.03.20 16:07,"Thoughts on #COVID19 after a busy telehealth shift:

1. Vast majority of folks very low risk, mostly want to know if they need to change their behavior. 

The answer is YES. We will all have to change our habits- if we haven't already- to mitigate spread of disease.

1/x thread",,https://www.twitter.com/user/status/1237409662410149888,2300,5356,14.38
màmi,10.03.20 16:06,pero eso también pasaba antes del coronavirus https://t.co/NibANnPFTf,,https://www.twitter.com/user/status/1237409461603573761,6042,30799,9.1
James O'Brien,10.03.20 16:04,Weird that European countries are responding to coronavirus so differently when all the laws are made in Brussels.,,https://www.twitter.com/user/status/1237409092412506115,2731,16287,1273.53
yai,10.03.20 16:03,os metéis cocaína que ha viajado 3000 kilometros en el culo de un boliviano y os preocupa el coronavirus,,https://www.twitter.com/user/status/1237408726979620864,18194,90138,44.93
Mirandz,10.03.20 16:03,"Empty gyms, less work flow, no traffic, cheap airline prices.. this coronavirus ain’t so bad lol",,https://www.twitter.com/user/status/1237408691164344325,1377,5576,4.98
Mike Bloomberg,10.03.20 16:01,"When it comes to managing the coronavirus, there's an enormous gap between what the federal government is providing and what local governments need. 

That's why my foundation @BloombergDotOrg is going to help guide mayors around the U.S. through this crisis. https://t.co/3iHSYSDm6U",,https://www.twitter.com/user/status/1237408320551563271,1222,4918,5607.77
Tommy Vietor,10.03.20 15:58,Look at how Fox News covered Ebola vs Coronavirus. This is why Democrats should shun the network. It is literally Trump's propaganda arm. https://t.co/pFyUqTc1Dn,,https://www.twitter.com/user/status/1237407425268875264,1244,4143,1199.21
NHS England and NHS Improvement,10.03.20 15:58,"There’s a lot of fake news out there about #coronavirus, so it’s really important to get your information from a trusted source. We’ve been working with @TwitterUK to make sure your local NHS organisations are blue-tick verified — so it's easier to know who to trust. https://t.co/nyPQo55dGU",,https://www.twitter.com/user/status/1237407364317241346,1441,2581,941.24
BNO Newsroom,10.03.20 15:50,"UPDATE: Austria closes border with Italy, bans indoor events with more than 100 people, and closes universities to stop the spread of coronavirus - APA",,https://www.twitter.com/user/status/1237405453459611656,1085,2127,440.51
Bloomberg Opinion,10.03.20 15:47,"Just how deadly is the coronavirus? We made three charts to help amateur epidemiologists understand more
https://t.co/QESImg0nxe",,https://www.twitter.com/user/status/1237404676536098819,3008,5343,632.58
Le Parisien,10.03.20 15:43,"À Neuilly, un homme, arrêté pour défaut de permis, fait fermer le commissariat pendant 30 minutes. Il a fait croire aux policiers qu'il était contaminé par le coronavirus &gt; https://t.co/PUJXlp0o3f https://t.co/m4URP9SWuW",,https://www.twitter.com/user/status/1237403661724266498,1682,2503,5973.2
matthew miles goodrich,10.03.20 15:33,the way boomers feel about coronavirus rn is how millennials feel about climate change all the time,,https://www.twitter.com/user/status/1237401100808065025,92922,398984,10.05
Ryan Struyk,10.03.20 15:30,"Pelosi/Schumer statement calls for:

- Paid sick leave
- Enhanced unemployment insurance
- Food security
- Protections for frontline workers
- Widespread, free coronavirus testing
- Affordable treatment for all
- Anti-price gouging protections
- Increase medical system capacity",,https://www.twitter.com/user/status/1237400508647735297,4924,16247,119.29
Citizens for Ethics,10.03.20 15:30,"If Trump tried to interfere with the release of CDC information on the coronavirus to pad the stock market’s fall, then everyone needs to know. We’re investigating. 
https://t.co/JwYf7IZZlz",,https://www.twitter.com/user/status/1237400422572228608,2113,4457,819.73
Agence France-Presse,10.03.20 15:30,"""Nous ne prélevons plus tous les patients qui présentent une suspicion de coronavirus"", annonce le chef des urgences de l'hôpital Emile Muller de Mulhouse. L'établissement n'est plus en capacité de prélever que ceux qui ""présentent des critères de sévérité"" #AFP https://t.co/4SvdNOmiOM",,https://www.twitter.com/user/status/1237400319631527936,1265,782,7374.46
Tarek Ali,10.03.20 15:21,A person being Chinese does not make them more likely of having coronavirus. Living in China .. would make *anyone* more likely to have coronavirus. Assuming someone has coronavirus because they are Chinese.....is racism. Just like assuming every African had Ebola...was racism,,https://www.twitter.com/user/status/1237398248291262469,1136,3825,174.61
AMI.✨,10.03.20 15:21,"I’ve seen 3 black people refer to the Coronavirus as Rona, and that fully confirmed to me that black people don’t take nothing serious 😂😂😂",,https://www.twitter.com/user/status/1237398223410606080,2630,7861,4.13
Dr. Dena Grayson,10.03.20 15:20,"⚠️#COVID19 cases increase exponentially.

#China
1/23: 444 cases
1/30: 4,903
2/6: 22,112

#Italy
2/22: 62
2/29: 888
3/6: 4,636

Trump bungled #coronavirus testing, so the reported 729 US cases are just a fraction of the real cases.

Expect a MASSIVE surge.
https://t.co/s4xp5Ma5Nq",,https://www.twitter.com/user/status/1237397963040833536,2419,3949,654.59
SayonaraTroika,10.03.20 15:19,"Un ciudadano Chino agredido el jueves por dos energúmenos por el coronavirus en un barrio de Madrid..
Le dejaron inconsciente.. sigue en el Hospital..
El Virus más peligroso no es el coronavirus.. Es la estupidez, la ignorancia y la crueldad humana..
#Coronavirusmadrid",,https://www.twitter.com/user/status/1237397641765498880,1126,2992,133.81
Jon Rothstein,10.03.20 15:19,"Sources: The Ivy League has cancelled its conference tournament due to coronavirus.

Regular season champion Yale will go to the NCAA Tournament.",,https://www.twitter.com/user/status/1237397591626846211,1934,7435,505.6
Tanner!,10.03.20 15:19,"wow, like the coronavirus, this went viral. Don’t forget to wash and sanatize ya nasty hands",,https://www.twitter.com/user/status/1237397587675799553,1533,34456,1.41
Alvise Pérez,10.03.20 15:15,"🔴Al menos 2 de los 23 miembros del Gobierno de España estarían con sintomatología compatible con #coronavirus, según informa fuente próxima a #Moncloa

Que nadie del @PSOE confirme o desmienta esta información en las ruedas de prensa celebradas para evitar críticas es vergonzoso",,https://www.twitter.com/user/status/1237396756452777985,3134,5520,215.13
Eduardo Guillen.,10.03.20 15:15,"Fernando Simón, el más informado y con más Datos del CORONAVIRUS pronosticó hace 1 Semana;
""que sólo habría algún caso y que empezaria a remitir"",
Cuando muchos en España deciamos que superariamos los 1000 antes de finalizar Marzo, pero eramos ""Fachas""

Hoy son 1622 y 35 muertos. https://t.co/r84pKZgMB2",,https://www.twitter.com/user/status/1237396650815078403,1192,1637,31.88
KKMPutrajaya,10.03.20 15:13,"Statistik terkini #COVID19 oleh WHO jam 6pm, 10 Mac 2020. 

Kematian di China makin menurun tetapi di luar China terutama di Eropah berlaku sebaliknya.

Jangkitan berlaku di semua negara EU dan terbaru di Cyprus. 

Kematian di AS antara tumpuan dunia. https://t.co/TLQjfjh0sc",,https://www.twitter.com/user/status/1237396130377293827,1337,820,736.18
Viti🌾,10.03.20 15:13,"La estupidez (“Mata al coronavirus bailando”), el clasismo (universitarios de la privada tienen copa gratis) y el machismo (chicos 8€, chicas 5€) en una misma fiesta. Fantasía. https://t.co/2nLmZxpUgR",,https://www.twitter.com/user/status/1237396071028002817,16267,39238,0.45
Murda,10.03.20 15:12,"Coronavirus really closing everything down in the country, but my job",,https://www.twitter.com/user/status/1237395983924748290,85795,354727,6.23
คุณทวดสูงสุด,10.03.20 15:11,#COVID19  #โควิด19  หลังจากท่านนายกฯ เนเธอร์แลนด์ แนะนำให้ประชาชนเลิกทักทายกันด้วยการจับมือ เพื่อป้องกันการแพร่ระบาดของเชื้อ ท่านก็ .... ....  https://t.co/zboAoMLvNa,,https://www.twitter.com/user/status/1237395733097021440,5459,651,77.71
Alberto Garzón🔻,10.03.20 15:11,"Las medidas que estamos poniendo en marcha son necesarias para frenar el rápido avance del coronavirus. La prioridad es proteger a nuestros mayores y a la sanidad pública, cuyos profesionales son de lo mejor que tenemos en este país. Mi agradecimiento es a todos ellos.",,https://www.twitter.com/user/status/1237395619049689094,1379,7582,2246.41
Eduardo Crespo,10.03.20 15:08,¿Qué dicen los libertarios sobre el coronavirus? ¿Se soluciona con menor intervención estatal?,,https://www.twitter.com/user/status/1237394908329037827,1030,5279,14.03
🦧,10.03.20 15:06,Fuck the Coronavirus this pollen might be whats gone take me out,,https://www.twitter.com/user/status/1237394361765134336,48868,130772,5.06
"Rick Pescatore, DO",10.03.20 15:04,"Yesterday I had a patient come in w/ cough+shortness of breath (one among many).

She was concerned about #COVID19.

I diagnosed her instead with metastatic cancer...which she was relieved about.

The daily lived experience of medicine is humbling, fascinating, and sobering.",,https://www.twitter.com/user/status/1237393966909124609,1183,6374,78.72
Carles Puigdemont,10.03.20 15:03,Avui se celebra un Consell Europeu extraordinari per videoconferència. Amb les mesures preventives pel #coronavirus alguns descobriran les virtuts de les videconferències i la tecnologia al servei de la democràcia. Me n’alegro.,,https://www.twitter.com/user/status/1237393686779981826,2284,7266,1650.38
Adam Griggs,10.03.20 15:03,"Breaking: Amid Coronavirus concerns, The University of North Carolina plans to sit out the upcoming NCAA tournament. https://t.co/Vl9FTiEJy3",,https://www.twitter.com/user/status/1237393681180590080,1925,14282,2.7
Sven Henrich,10.03.20 15:01,"Coronavirus response plan summarized:
https://t.co/OTNjWSds7j",,https://www.twitter.com/user/status/1237393224714481667,35000,74222,412.5
Ibai,10.03.20 15:00,"Si esto del coronavirus acaba en un apocalipsis zombie, venid a nuestra mansión. Tenemos comida y sitio de sobra. Además, si la cosa se pone jodida, yo peso 815 kilos, me sacrifico y los zombies tardan en comerme dos semanas, podríais escapar a un nuevo lugar.

Todo por vosotros.",,https://www.twitter.com/user/status/1237392841367678977,6926,54310,2512.07
FutbolBible,10.03.20 15:00,"🇮🇹 Atalanta fans who paid for tonight's tickets against Valencia in the Champions League will be donating the refunded ticket money to the local hospital to help the fight against CoronaVirus. 

Top class team on the pitch, classy fans off the pitch. Massive respect. ❤ https://t.co/ioI2lV7r5v",,https://www.twitter.com/user/status/1237392770815397888,1798,10015,584.9
AFE,10.03.20 14:57,"#AFEFútbol pide la suspensión de los partidos de todas las categorías por riesgo de contagio por #Coronavirus. 

📝👉🏻https://t.co/QXOxBdhpZ4 https://t.co/05QUoMsR7T",,https://www.twitter.com/user/status/1237392057653587970,1709,3064,227.03
Footy Accumulators,10.03.20 14:56,"Liverpool about to win their first league title in 30 years and Leeds looking like they're FINALLY about to return to the Premier League...

Coronavirus: https://t.co/ViBg0GcwFb",,https://www.twitter.com/user/status/1237392003916124161,1207,6515,1545.23
Chinito,10.03.20 14:53,Os metéis cocaína que ha viajado 3000 kilometros en el culo de un boliviano y os preocupa el coronavirus,,https://www.twitter.com/user/status/1237391196546187269,4868,20656,6.21
Rep. Val Demings,10.03.20 14:53,"If the president wants to join us to pass tangible help for working Americans affected by the coronavirus, I will gladly work with him.

But we will not allow the use of his public health mismanagement as an excuse for yet another cash grab by himself &amp; his friends at Mar-a-Lago.",,https://www.twitter.com/user/status/1237391131194707969,7168,26461,297.01
Neera Tanden,10.03.20 14:53,"Respectfully, I think a lot of people would think dealing with the coronavirus is a full time job for the Mayor of New York. Maybe stop telling a woman what to do and focus on that. https://t.co/HsDaNr2Vrv",,https://www.twitter.com/user/status/1237391128258740229,1734,10341,624.23
noelia,10.03.20 14:50,en la puerta de la casa de mi abuela vigilando que no entre nadie a pegarle el coronavirus  https://t.co/NVs5d5WPMe,,https://www.twitter.com/user/status/1237390404573466629,12189,32799,1.66
Chucki,10.03.20 14:47,"Organizas un mitin en Vistalegre el mismo día que el Día de la Mujer, criticas las manifestaciones del Día de la Mujer porque “qué insensatez cuando está el coronavirus por ahí”, y decides ir al mitin CON SÍNTOMAS DE TENER EL VIRUS.

esta puta línea temporal ES LA MEJOR DE TODAS",,https://www.twitter.com/user/status/1237389539934535681,3168,10105,50.09
Ronna McDaniel,10.03.20 14:45,.@realDonaldTrump is confronting coronavirus head on. Even Democrat governors are praising the efforts! https://t.co/2PDp5mfUrX,,https://www.twitter.com/user/status/1237389242956832771,2332,7339,1296.26
sammie,10.03.20 14:45,western media wont talk about this but the vietnamese government is helping citizens fight the coronavirus by offering free /proper/ meals for people in quarantine areas and free groceries/necessities for a whole neighborhood in lockdown https://t.co/Cxkk5uebpQ,,https://www.twitter.com/user/status/1237389224875196418,79835,258849,0.83
Alvise Pérez,10.03.20 14:44,"Coronavirus➝ 35 muertos
Ébola➝ 0 muertos

La Sexta con #ébola:
«Aumenta crisis en España»
«Inacción Gobierno»
«Se teme virus logre repetir masacre»

La Sexta con #coronavirus:
«Total control del Gobierno»
«No hay motivo para crear alarma»

Ferreras y Pastor; lacayos del @PSOE.",,https://www.twitter.com/user/status/1237388903696330756,2775,4958,215.13
Donald J. Trump,10.03.20 14:44,Our CoronaVirus Team has been doing a great job. Even Democrat governors have been VERY complimentary!,,https://www.twitter.com/user/status/1237388788776800256,13104,68358,100705.29
Tulsi Gabbard 🌺,10.03.20 14:42,Here are some of the steps that need to be taken ASAP to slow the spread of the #Coronavirus and protect the health and wellbeing of the American people. #COVID19 https://t.co/riX2RAVkJ2,,https://www.twitter.com/user/status/1237388429123637248,1365,5824,2061.71
Sarah Parcak,10.03.20 14:42,Dear Parents of college students: A lot of campuses are closing with #coronavirus and most will be closed in 2-3 weeks. Please consider opening your homes and hearts to your children’s overseas friends who cannot afford to travel or take the risk with their visas. Thank you ♥️,,https://www.twitter.com/user/status/1237388347129004033,1228,7190,108.17
McVay,10.03.20 14:39,"Estamos haciendo nuestro trabajo por el bien de los pacientes, en condiciones que no son buenas por los recortes salvajes, poniendo en riesgo nuestra salud y la de nuestras familias.
No nos deis mas las gracias, dadnos recursos.
#coronavirus",,https://www.twitter.com/user/status/1237387498738704387,2863,5937,27.47
